Centre Code,Centre Name,DET Geographic Region,EQ Zone,Local Government Area,Centre Type,School Category,State Electorate,Collection Year,School Count
425,Bollon State School,Darling Downs South West,Remote,Balonne (S),State School,Primary,Warrego,2016,1
430,Alloway State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2016,1
436,Mundingburra State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Mundingburra,2016,1
437,Texas P-10 State School,Darling Downs South West,Remote,Goondiwindi (R),State School,Combined,Southern Downs,2016,1
439,Coningsby State School,Central Queensland,Rural,Mackay (R),State School,Primary,Whitsunday,2016,1
440,Annandale State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Mundingburra,2016,1
442,Yeppoon State School,Central Queensland,Rural,Livingstone (S),State School,Primary,Keppel,2016,1
443,Labrador State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Broadwater,2016,1
444,Narangba Valley State High School,North Coast,Metropolitan,Moreton Bay (R),State High School,Secondary,Morayfield,2016,1
445,Norville State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Bundaberg,2016,1
449,Karumba State School,North Queensland,Remote,Carpentaria (S),State School,Primary,Mount Isa,2016,1
450,Ingham State School,North Queensland,Rural,Hinchinbrook (S),State School,Primary,Hinchinbrook,2016,1
451,Ayr State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2016,1
452,Bentley Park College,Far North Queensland,Metropolitan,Cairns (R),State School,Combined,Mulgrave,2016,1
454,Rocklea State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Yeerongpilly,2016,1
455,Ithaca Creek State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2016,1
456,Woodcrest State College,Metropolitan,Metropolitan,Ipswich (C),State School,Combined,Bundamba,2016,1
457,Pormpuraaw State School,Far North Queensland,Remote,Pormpuraaw (S),State School,Primary,Cook,2016,1
458,Wallangarra State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
460,Kowanyama State School,Far North Queensland,Remote,Kowanyama (S),State School,Combined,Cook,2016,1
461,Windorah State School,Central Queensland,Remote,Barcoo (S),State School,Primary,Gregory,2016,1
462,Talara Primary College,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Kawana,2016,1
464,Mount Sylvia State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
465,Mary Valley State College,North Coast,Rural,Gympie (R),State School,Combined,Gympie,2016,1
466,Brandon State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2016,1
467,Pentland State School,North Queensland,Remote,Charters Towers (R),State School,Primary,Dalrymple,2016,1
469,North Arm State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Nicklin,2016,1
470,Homebush State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2016,1
471,Flagstone State School,South East,Metropolitan,Logan (C),State School,Primary,Logan,2016,1
472,Runcorn Heights State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Stretton,2016,1
473,Emu Park State School,Central Queensland,Rural,Livingstone (S),State School,Primary,Keppel,2016,1
474,Anakie State School,Central Queensland,Remote,Central Highlands (R),State School,Primary,Gregory,2016,1
475,Scottville State School,North Queensland,Remote,Whitsunday (R),State School,Primary,Burdekin,2016,1
476,Woombye State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Nicklin,2016,1
478,Winton State School,Central Queensland,Remote,Winton (S),State School,Combined,Mount Isa,2016,1
479,Nashville State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2016,1
481,Benowa State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Surfers Paradise,2016,1
482,Gympie East State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2016,1
483,Cameron Downs State School,North Queensland,Remote,Flinders (S),State School,Primary,Mount Isa,2016,1
485,Maryborough West State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2016,1
487,Stafford State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Stafford,2016,1
488,Prairie State School,North Queensland,Remote,Flinders (S),State School,Primary,Mount Isa,2016,1
489,Flagstone Creek State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
491,Yandina State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Nicklin,2016,1
494,Teelba State School,Darling Downs South West,Remote,Maranoa (R),State School,Primary,Warrego,2016,1
495,Mount Whitestone State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
497,Bundaberg East State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Bundaberg,2016,1
498,Townsville West State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Townsville,2016,1
499,Toowoomba East State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba North,2016,1
501,Mackay West State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Mackay,2016,1
505,Lockhart State School,Far North Queensland,Remote,Lockhart River (S),State School,Combined,Cook,2016,1
506,Dutton Park State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2016,1
507,Mungallala State School,Darling Downs South West,Remote,Maranoa (R),State School,Primary,Warrego,2016,1
509,Belgian Gardens State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Townsville,2016,1
511,Moonie State School,Darling Downs South West,Rural,Western Downs (R),State School,Primary,Warrego,2016,1
512,Ashwell State School,Metropolitan,Rural,Ipswich (C),State School,Primary,Ipswich West,2016,1
514,Junction Park State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2016,1
515,Park Ridge State School,South East,Metropolitan,Logan (C),State School,Primary,Logan,2016,1
517,Alpha State School,Central Queensland,Remote,Barcaldine (R),State School,Combined,Gregory,2016,1
518,Marian State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2016,1
519,Irvinebank State School,Far North Queensland,Rural,Mareeba (S),State School,Primary,Dalrymple,2016,1
520,Darlington State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
521,Banana State School,Central Queensland,Rural,Banana (S),State School,Primary,Callide,2016,1
522,Torbanlea State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2016,1
523,Forsayth State School,Far North Queensland,Remote,Etheridge (S),State School,Primary,Mount Isa,2016,1
524,Wyreema State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Condamine,2016,1
525,Morven State School,Darling Downs South West,Remote,Murweh (S),State School,Primary,Warrego,2016,1
526,Mount Morgan Central State School,Central Queensland,Rural,Rockhampton (R),State School,Primary,Mirani,2016,1
527,Innisfail State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Mulgrave,2016,1
529,Hampden State School,Central Queensland,Rural,Mackay (R),State School,Primary,Whitsunday,2016,1
530,Burketown State School,North Queensland,Remote,Burke (S),State School,Primary,Mount Isa,2016,1
531,Barcaldine Prep-12 State School,Central Queensland,Remote,Barcaldine (R),State School,Combined,Gregory,2016,1
536,Walkervale State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Bundaberg,2016,1
537,Jandowae Prep-10 State School,Darling Downs South West,Rural,Western Downs (R),State School,Combined,Warrego,2016,1
538,Hambledon State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Mulgrave,2016,1
540,Bribie Island State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Pumicestone,2016,1
541,Hillview State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
544,Glen Aplin State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
545,Eimeo Road State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Whitsunday,2016,1
546,Sarina State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2016,1
547,Wulguru State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Burdekin,2016,1
551,Milton State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2016,1
552,Gogango State School,Central Queensland,Rural,Rockhampton (R),State School,Primary,Mirani,2016,1
556,Oonoonba State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Burdekin,2016,1
560,Gympie West State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2016,1
566,Canungra State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
568,Childers State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2016,1
569,Beerwah State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Caloundra,2016,1
571,Brassall State School,Metropolitan,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2016,1
572,Avondale State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2016,1
574,Glenmore State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2016,1
575,Ipswich East State School,Metropolitan,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2016,1
576,Richmond State School,North Queensland,Remote,Richmond (S),State School,Combined,Mount Isa,2016,1
577,Tin Can Bay State School,North Coast,Rural,Gympie (R),State School,Combined,Gympie,2016,1
579,Theebine State School,North Coast,Rural,Gympie (R),State School,Primary,Maryborough,2016,1
581,Eidsvold State School,Central Queensland,Rural,North Burnett (R),State School,Combined,Callide,2016,1
582,Roadvale State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
583,Laura State School,Far North Queensland,Remote,Cook (S),State School,Primary,Cook,2016,1
584,Watson Road State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sunnybank,2016,1
585,Indooroopilly State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Indooroopilly,2016,1
589,Cannonvale State School,North Queensland,Rural,Whitsunday (R),State School,Primary,Whitsunday,2016,1
590,Serviceton South State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Inala,2016,1
591,Abercorn State School,Central Queensland,Remote,North Burnett (R),State School,Primary,Callide,2016,1
592,Palmwoods State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Glass House,2016,1
593,Eatons Hill State School,Metropolitan,Metropolitan,Moreton Bay (R),State School,Primary,Everton,2016,1
595,Boulia State School,North Queensland,Remote,Boulia (S),State School,Primary,Mount Isa,2016,1
598,Airville State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2016,1
601,Burpengary State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Morayfield,2016,1
602,Cooran State School,North Coast,Rural,Noosa (S),State School,Primary,Gympie,2016,1
603,Winfield State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2016,1
604,Jimboomba State School,South East,Metropolitan,Logan (C),State School,Primary,Beaudesert,2016,1
605,Kallangur State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Kallangur,2016,1
606,Clarke Creek State School,Central Queensland,Remote,Isaac (R),State School,Primary,Mirani,2016,1
608,Mackenzie State Primary School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mansfield,2016,1
610,Aspley State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Aspley,2016,1
612,Bluewater State School,North Queensland,Rural,Townsville (C),State School,Primary,Hinchinbrook,2016,1
613,Ropeley State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
614,Greenslopes State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2016,1
615,Woodstock State School,North Queensland,Rural,Townsville (C),State School,Primary,Burdekin,2016,1
616,Kippa-Ring State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Redcliffe,2016,1
617,Woorabinda State School,Central Queensland,Rural,Woorabinda (S),State School,Primary,Gregory,2016,1
620,Oakwood State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2016,1
621,Harrisville State School,South East,Rural,Scenic Rim (R),State School,Primary,Lockyer,2016,1
622,Sunbury State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2016,1
628,Victoria Plantation State School,North Queensland,Rural,Hinchinbrook (S),State School,Primary,Hinchinbrook,2016,1
629,Tolga State School,Far North Queensland,Rural,Tablelands (R),State School,Primary,Dalrymple,2016,1
633,Wishart State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mansfield,2016,1
637,Bundaberg South State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Bundaberg,2016,1
638,Coolabunia State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Nanango,2016,1
639,Parramatta State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Cairns,2016,1
640,Maroon State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
647,Woodridge North State School,South East,Metropolitan,Logan (C),State School,Primary,Woodridge,2016,1
649,Jones Hill State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2016,1
653,Mareeba State School,Far North Queensland,Rural,Mareeba (S),State School,Primary,Cook,2016,1
658,Mirani State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2016,1
660,Mount Gravatt East State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mansfield,2016,1
661,Ingleside State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Currumbin,2016,1
663,Mudgeeraba State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Mudgeeraba,2016,1
666,Biggenden State School,Central Queensland,Rural,North Burnett (R),State School,Combined,Callide,2016,1
669,Widgee State School,North Coast,Rural,Gympie (R),State School,Primary,Callide,2016,1
670,Keppel Sands State School,Central Queensland,Rural,Livingstone (S),State School,Primary,Keppel,2016,1
671,Dalby South State School,Darling Downs South West,Rural,Western Downs (R),State School,Primary,Condamine,2016,1
672,Peachester State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Glass House,2016,1
676,Theodore State School,Central Queensland,Remote,Banana (S),State School,Combined,Callide,2016,1
677,Chelona State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2016,1
679,Kilcoy State School,North Coast,Rural,Somerset (R),State School,Primary,Nanango,2016,1
681,Beechmont State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
682,Eudlo State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Glass House,2016,1
683,Delaneys Creek State School,North Coast,Rural,Moreton Bay (R),State School,Primary,Glass House,2016,1
687,Clifton State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2016,1
690,Mount Mee State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Glass House,2016,1
692,Somerset Hills State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Stafford,2016,1
695,Greenbank State School,South East,Metropolitan,Logan (C),State School,Primary,Lockyer,2016,1
697,Forest Hill State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
698,Eumundi State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Noosa,2016,1
701,Moffatdale State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Callide,2016,1
702,Bargara State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Burnett,2016,1
704,Woodridge State School,South East,Metropolitan,Logan (C),State School,Primary,Woodridge,2016,1
708,Marshall Road State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Greenslopes,2016,1
709,Gindie State School,Central Queensland,Remote,Central Highlands (R),State School,Primary,Gregory,2016,1
710,Kentville State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2016,1
711,Longreach State School,Central Queensland,Remote,Longreach (R),State School,Primary,Gregory,2016,1
713,Ilfracombe State School,Central Queensland,Remote,Longreach (R),State School,Primary,Gregory,2016,1
714,Camooweal State School,North Queensland,Remote,Mount Isa (C),State School,Primary,Mount Isa,2016,1
719,Redbank State School,Metropolitan,Metropolitan,Ipswich (C),State School,Primary,Bundamba,2016,1
720,Pomona State School,North Coast,Rural,Noosa (S),State School,Primary,Gympie,2016,1
721,Richlands East State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Inala,2016,1
722,Mundoo State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2016,1
726,Eagle Junction State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2016,1
731,North Eton State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2016,1
733,Richmond Hill State School,North Queensland,Rural,Charters Towers (R),State School,Primary,Dalrymple,2016,1
734,Cecil Plains State School,Darling Downs South West,Rural,Toowoomba (R),State School,Combined,Southern Downs,2016,1
737,Mount Nebo State School,Metropolitan,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2016,1
739,Blackbutt State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Nanango,2016,1
740,Gladstone West State School,Central Queensland,Provincial City,Gladstone (R),State School,Primary,Gladstone,2016,1
746,Mackay North State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Mackay,2016,1
749,Givelda State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2016,1
753,Kindon State School,Darling Downs South West,Rural,Goondiwindi (R),State School,Primary,Southern Downs,2016,1
757,Yorkeys Knob State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Barron River,2016,1
758,Machans Beach State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Barron River,2016,1
759,Rosedale State School,North Coast,Rural,Gladstone (R),State School,Combined,Burnett,2016,1
760,Walkamin State School,Far North Queensland,Rural,Tablelands (R),State School,Primary,Dalrymple,2016,1
762,Crescent Lagoon State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2016,1
770,Glennie Heights State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
771,Millaa Millaa State School,Far North Queensland,Rural,Tablelands (R),State School,Primary,Dalrymple,2016,1
772,Bracken Ridge State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2016,1
773,Alligator Creek State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2016,1
775,Currumbin Valley State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Currumbin,2016,1
776,Montville State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Glass House,2016,1
777,Barkly Highway State School,North Queensland,Remote,Mount Isa (C),State School,Primary,Mount Isa,2016,1
779,Proserpine State School,North Queensland,Rural,Whitsunday (R),State School,Primary,Whitsunday,2016,1
781,Bell State School,Darling Downs South West,Rural,Western Downs (R),State School,Combined,Condamine,2016,1
784,Dunwich State School,South East,Rural,Redland (C),State School,Primary,Cleveland,2016,1
785,Numinbah Valley State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Mudgeeraba,2016,1
787,Kilcummin State School,Central Queensland,Remote,Isaac (R),State School,Primary,Dalrymple,2016,1
789,Atherton State School,Far North Queensland,Rural,Tablelands (R),State School,Primary,Dalrymple,2016,1
790,Gordonvale State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Mulgrave,2016,1
792,Miriam Vale State School,Central Queensland,Rural,Gladstone (R),State School,Combined,Burnett,2016,1
798,Jarvisfield State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2016,1
801,Aitkenvale State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Mundingburra,2016,1
802,Wyandra State School,Darling Downs South West,Remote,Paroo (S),State School,Primary,Warrego,2016,1
803,Thulimbah State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
806,Merinda State School,North Queensland,Rural,Whitsunday (R),State School,Primary,Burdekin,2016,1
807,Goondi State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Mulgrave,2016,1
810,Feluga State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2016,1
813,Arcadia Valley State School,Darling Downs South West,Remote,Central Highlands (R),State School,Primary,Gregory,2016,1
815,Bowenville State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2016,1
821,Gundiah State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2016,1
825,Gladstone South State School,Central Queensland,Provincial City,Gladstone (R),State School,Primary,Gladstone,2016,1
831,Pallara State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Algester,2016,1
837,Depot Hill State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2016,1
843,Happy Valley State School,North Queensland,Remote,Mount Isa (C),State School,Primary,Mount Isa,2016,1
844,Vale View State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Condamine,2016,1
845,Flying Fish Point State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Mulgrave,2016,1
853,Bunker's Hill State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2016,1
855,Wellcamp State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Condamine,2016,1
859,Caloundra State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Caloundra,2016,1
864,Tingoora State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Callide,2016,1
866,Chillagoe State School,Far North Queensland,Remote,Mareeba (S),State School,Primary,Cook,2016,1
867,Millaroo State School,North Queensland,Remote,Burdekin (S),State School,Primary,Burdekin,2016,1
868,Kennedy State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2016,1
869,Veresdale Scrub State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
870,Aloomba State School,Far North Queensland,Rural,Cairns (R),State School,Primary,Mulgrave,2016,1
871,Murgon State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Callide,2016,1
873,Hermit Park State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Townsville,2016,1
877,East Brisbane State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2016,1
878,Mapleton State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Nicklin,2016,1
879,Ubobo State School,Central Queensland,Rural,Gladstone (R),State School,Primary,Gladstone,2016,1
881,Wolvi State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2016,1
882,Lota State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Lytton,2016,1
889,Drillham State School,Darling Downs South West,Remote,Western Downs (R),State School,Primary,Warrego,2016,1
892,Dagun State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2016,1
894,Buranda State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2016,1
896,Moranbah State School,Central Queensland,Rural,Isaac (R),State School,Primary,Dalrymple,2016,1
899,Bororen State School,Central Queensland,Rural,Gladstone (R),State School,Primary,Burnett,2016,1
902,Harlin State School,Darling Downs South West,Rural,Somerset (R),State School,Primary,Nanango,2016,1
906,Bajool State School,Central Queensland,Rural,Rockhampton (R),State School,Primary,Mirani,2016,1
908,Ayr East State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2016,1
910,Jundah State School,Central Queensland,Remote,Barcoo (S),State School,Primary,Gregory,2016,1
912,Helens Hill State School,North Queensland,Rural,Hinchinbrook (S),State School,Primary,Hinchinbrook,2016,1
913,Tamborine Mountain State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
915,Chatsworth State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2016,1
917,Glenmorgan State School,Darling Downs South West,Remote,Western Downs (R),State School,Primary,Warrego,2016,1
919,Wowan State School,Central Queensland,Rural,Banana (S),State School,Primary,Callide,2016,1
922,Parkhurst State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Keppel,2016,1
923,Kenmore State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Moggill,2016,1
925,Greenlands State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
926,Norman Park State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2016,1
927,Caravonica State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Barron River,2016,1
932,Moura State School,Central Queensland,Rural,Banana (S),State School,Primary,Callide,2016,1
933,Stonehenge State School,Central Queensland,Remote,Barcoo (S),State School,Primary,Gregory,2016,1
934,Dunkeld State School,Darling Downs South West,Remote,Maranoa (R),State School,Primary,Warrego,2016,1
939,Goodwood State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2016,1
940,Frenchville State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Keppel,2016,1
943,New Farm State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Brisbane Central,2016,1
944,Mount Garnet State School,Far North Queensland,Remote,Tablelands (R),State School,Primary,Dalrymple,2016,1
945,Torquay State School,North Coast,Provincial City,Fraser Coast (R),State School,Primary,Hervey Bay,2016,1
947,Wooroolin State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Nanango,2016,1
948,Vincent State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Mundingburra,2016,1
950,Dallarnil State School,Central Queensland,Rural,North Burnett (R),State School,Primary,Callide,2016,1
952,Bli Bli State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Nicklin,2016,1
953,Elimbah State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Glass House,2016,1
954,Hebel State School,Darling Downs South West,Remote,Balonne (S),State School,Primary,Warrego,2016,1
957,Mourilyan State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2016,1
958,Quinalow Prep-10 State School,Darling Downs South West,Rural,Toowoomba (R),State School,Combined,Nanango,2016,1
959,Durack State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Inala,2016,1
962,Bullyard State School,North Coast,Rural,Bundaberg (R),State School,Primary,Callide,2016,1
965,Sunset State School,North Queensland,Remote,Mount Isa (C),State School,Primary,Mount Isa,2016,1
966,Bauple State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2016,1
967,Yarraman State School,Darling Downs South West,Rural,Toowoomba (R),State School,Combined,Nanango,2016,1
968,Runcorn State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sunnybank,2016,1
975,Raceview State School,Metropolitan,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2016,1
976,Greenmount State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2016,1
978,Harlaxton State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba North,2016,1
980,Linville State School,Darling Downs South West,Rural,Somerset (R),State School,Primary,Nanango,2016,1
981,Bloomsbury State School,Central Queensland,Remote,Mackay (R),State School,Primary,Whitsunday,2016,1
983,Park Avenue State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2016,1
989,Cherbourg State School,Darling Downs South West,Rural,Cherbourg (S),State School,Primary,Callide,2016,1
993,Mutchilba State School,Far North Queensland,Rural,Mareeba (S),State School,Primary,Dalrymple,2016,1
995,Kingaroy State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Nanango,2016,1
996,Biboohra State School,Far North Queensland,Rural,Mareeba (S),State School,Primary,Cook,2016,1
1001,Dirranbandi P-10 State School,Darling Downs South West,Remote,Balonne (S),State School,Combined,Warrego,2016,1
1002,Yungaburra State School,Far North Queensland,Rural,Tablelands (R),State School,Primary,Dalrymple,2016,1
1004,Aspley East State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Aspley,2016,1
1006,Gleneagle State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2016,1
1007,Severnlea State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2016,1
1008,Tully State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2016,1
